review_id,hotel_id,hotel_name,area,source_platform,source_rating,source_rating_max,rating_5_scale,review_title,review_text,review_date_raw,stay_date_raw,traveler_type,room_type,reviewer_location,value_rating,rooms_rating,location_rating,cleanliness_rating,service_rating,source_url,collected_at
359,BOD065,Mirada Exclusive Bodrum,Gümbet,google_travel,5.0,5.0,5.0,,"Oteli balayı için tercih ettik. Otelin en büyük artısı çok kompakt olması. Başınızı çevirdiğinizde ana binayı, restoranı, spayı, alacart restoranları, iskeleyi tek seferde görebilirsiniz. Bu tatiliniz boyunca her şeyin elinizin altında olmasına sebebiyet verdiği için çok kaliteli ve rahat bir tatil geçiriyorsunuz.
Alacart restoranlardaki yemek kalitesi, çeşitlilik, hizmet ve servis harikulade. İçeceklerin tamamı alkollü ya da soft farketmeksizin kapalı kutu. Yerli ve düşük kaliteli hiçbir ürün bulunmuyor.
Otele 2024, yılında da geldim. O tarihte ana restoranın performansını daha çok beğenmiştim.
İskelesi sanıyorum Bodrum bölgesinin en büyüğü. Şemsiyelerde bulunan QR kodlardan sipariş verebiliyorsunuz. Ancak burada bulunan personel o kadar ilgili ve hızlı ki menüden sipariş vermenize gerek kalmadan size yardımcı oluyorlar. Özellikle Berdan bey mükemmel bir iş çıkarıyor. Nasıl yorulmuyor anlayamadık :) otele girişten itibaren bizlerle ilgilenen misafir ilişkilerinden Kübra hanım ve Setur otel rehberi Ayyüce hanıma da ayrıca teşekkür ederim. Alacart rezervasyonlarımızda hızlıca bizim adımıza rezervasyon yaptı. Şezlongumuzdan kalkmamıza gerek kalmadı.
Akşamüstü iskelede dj perfomans oluyor. Be kaliteli ses hastası olan biriyim. Buradaki ses sistemi muazzam. Düşük frekanslı sesleri hissetmek çok hoş.
Akşam saatlerinde gelen canlı müzik ekiplerine hayran kaldık. Birinin gitar performansı inanılmazdı. (Tolga Akyıldız) ikinci akşam da farklı bir ekip geldi. Hanımefendinin hem sesi, hem keman performansı mükemmeldi. (İsmini maalesef bahşetmedi)
Her yıl hiç kafamda soru işareti olmadan buraya gelmeye devam edeceğim. Bu sene balayına bundan sonraki senelerde belki çocuklarımla",Google üzerinde 2 ay önce,,,,,,,,,,https://www.google.com/travel/hotels/entity/ChoIsqH9xsjG_r-rARoNL2cvMTFzbXQ1YjNqNxAB,
360,BOD065,Mirada Exclusive Bodrum,Gümbet,google_travel,5.0,5.0,5.0,,"Miradada bu üçüncü yılımız.
İlk sene çekirdek aile olarak geldik.
Geçen yıl deneyimimizi arkadaşlarımızla paylaşarak tarih olarak uygunluğu olan diğer 2 aile dostumuzla geldik.
Bu yıl için tatili satın almayı düşündüğümüz tarihler arasında daha fazla aile dostumuz bize katıldı ve 5 aile olarak geldik 😍
Her geldiğimizde aynı memnuniyetle ayrıldık. Referans olup getirdiğimiz diğer aile dostlarımıza hiç mahçup olmamak da harikaydı. Teşekkürler 🙏
Önünüzdeki yıl da firesiz yeniden gelmeye sözleşerek otelden ayrıldık.
Geçmiş yıllardan fotoğraflar da ekleyeceğim müsait bir zamanda 😍
Sadece bu yıl için bir eleştirim olacak ki hepimiz bu konuda aynı fikirdeydik. Otelden ayrılacağımız günden bir gün önce gündüz sahildeyken hep beraber tatilimizi 1 gün daha uzatma kararı aldık ama asla asıl son sözü söyleyecek yetkiliyle görüşme sağlayamadık. O ona o ona attı. Resepsiyondan çözemedik derken tatili uzatmaktan vazgeçtik. Zaten odalarında tatili devam eden misafirlerin otelde müsaitlik varken tatillerini uzatması bu kadar zor olmamalı.",Google üzerinde bir ay önce,,,,,,,,,,https://www.google.com/travel/hotels/entity/ChoIsqH9xsjG_r-rARoNL2cvMTFzbXQ1YjNqNxAB,
361,BOD065,Mirada Exclusive Bodrum,Gümbet,google_travel,5.0,5.0,5.0,,"Mirada Exclusive Bodrum’da iki kardeş olarak konakladık ve genel olarak çok memnun kaldık.
Özellikle hizmet kalitesini vurgulamak isteriz. Tüm çalışanlar son derece güler yüzlü, nazik ve yardımseverdi. Kendimizi her zaman çok rahat ve hoş karşılanmış hissettik.
Yemekleri de beğendik. Çeşit çok büyük olmasa da her zaman lezzetli bir şeyler bulabiliyorduk ve yemeklerin kalitesi gayet iyiydi.
Turizm sezonu başlamadan önce gittiğimiz için otel oldukça sakindi. Bu durum bizim için büyük bir avantajdı çünkü huzurlu bir ortamda dinlenme fırsatı bulduk.
Ayrıca otel içerisinde çok sayıda kedi bulunuyor. Kedi severler için gerçekten harika bir yer!
Bu oteli gönül rahatlığıyla tavsiye ederiz ve gelecekte tekrar gelmeyi düşünebiliriz.",Google üzerinde 2 ay önce,,,,,,,,,,https://www.google.com/travel/hotels/entity/ChoIsqH9xsjG_r-rARoNL2cvMTFzbXQ1YjNqNxAB,
362,BOD066,Royal Asarlik Beach Hotel & Spa,Gümbet,google_travel,3.0,5.0,3.0,,"Otelde 8 gün geçirdim Rezalet bir otel otelin tek iyi yanı manzarası ve çalışanları çalışanları çok güleryüzlü işlerinde iyiler fakat otelin yemekleri berbat bozulmuş börülce salatası ekşimiş tatlı yanık hamburger köftesi ve bayat hamburger ekmeği yemek isterseniz bu oteli tercih edebilirsiniz ayrıca tatilinizde böceklerle mücadele ve ordan oraya koşturmak istiyorsanız bu otele gelin bir sürü bar koymuşlar birinde kokteyl yok birinde kahve yok saçma sapan her içecek için farklı bara gönderiyorlar Türk kahvesini sadece lobbyde içebiliyorsunuz ayrıca akşamları eğlence adı altında yapılan şeyler 10 da başlıcak denmesine rağmen saçma sapan bekletiyorlar,asansör sık sık bozuluyor 6.kattaki yemek katına merdivenle çıkmak zorunda kalıyorsunuz, otelin odalarında ve ortak alanlarda çok büyük bir sinek problemi var biz kendimiz sinek ilacı alıp sıktık bu oteldeki tek iyi şey çalışanlar işlerini özverili ve güleryüzlü şekilde yapıyolar barmen şahin ve bellboy ardaya ve Palm bardaki Güneye ekstra teşekkür ederiz son derece güleryüzlü ve işlerinde iyiler. A la carte olarak biz İtalyan tercih ettik şef Muhsin Bey son derece ilgili alakalı ve yemekler lezzetliydi. 3 kişi geldik otele 8 günün sonunda yediğimiz yemeklerden olucak üçümüzünde midesi rahatsızlandı. Otelin genel olarak çalışanları iyi,görsel olarak güzel manzarası, köpük partisi aktiviteleri de güzel fakat yemekleri yüzünden tekrar tercih etmeyeceğim bir otel yanık hamburger köftesi ve İzmir köftesinin fotoğrafını da ekliyorum",Google üzerinde bir ay önce,,,,,,,,,,https://www.google.com/travel/hotels/entity/ChkI_76qtKi0wuyrARoML2cvMTJtOTFzNDl6EAE,
363,BOD066,Royal Asarlik Beach Hotel & Spa,Gümbet,google_travel,4.2,5.0,4.2,,Bakımsız ve yemekler kötü onun dışında kalınır,Trip.com üzerinde 2 ay önce,,,,,,,,,,https://www.google.com/travel/hotels/entity/ChkI_76qtKi0wuyrARoML2cvMTJtOTFzNDl6EAE,
364,BOD066,Royal Asarlik Beach Hotel & Spa,Gümbet,google_travel,5.0,5.0,5.0,,"Harika bir tatil geçirdik! Otelin konforu, temizliği ve huzurlu atmosferi gerçekten çok başarılıydı. Odalar rahat ve bakımlı, personel ise son derece güler yüzlü ve ilgiliydi.
Yemekler hem lezzetli hem de oldukça çeşitliydi. Her öğünde taze ve kaliteli seçenekler bulmak mümkündü.
Su sporları ise kesinlikle otelin en güçlü yönlerinden biri. Profesyonel ve ilgili ekibi sayesinde hem güvenli hem de çok eğlenceli vakit geçirdik. İster ilk kez deneyin ister deneyimli olun, herkes için keyifli aktiviteler sunuyorlar.
Güzel bir tatil geçirmek isteyen herkese gönül rahatlığıyla tavsiye ederim. İlk fırsatta tekrar gelmeyi düşünüyoruz.",Google üzerinde 4 hafta önce,,,,,,,,,,https://www.google.com/travel/hotels/entity/ChkI_76qtKi0wuyrARoML2cvMTJtOTFzNDl6EAE,
365,BOD066,Royal Asarlik Beach Hotel & Spa,Gümbet,google_travel,3.0,5.0,3.0,,"Otel konumu, denize yakınlığı ve su sporları bakımından iyi ama yemek çeşitliliği bakımından çok ama çok kötü. Türk personellerin bir çoğu suratsız ve müşteriyi tersler şekilde konuşuyorlar. …",Tripadvisor üzerinde bir ay önce,,,,,,,,,,https://www.google.com/travel/hotels/entity/ChkI_76qtKi0wuyrARoML2cvMTJtOTFzNDl6EAE,
366,BOD066,Royal Asarlik Beach Hotel & Spa,Gümbet,google_travel,4.0,5.0,4.0,,"Otel de 3 gece 4 gündüz konakladık, şuradan başlayacağım. İlk girdiğimiz de ilgili güzel ve güler yüzle karşılandık.
Odalar temizdi ve genişti.
Temizleme bi kez oldu. Klima vs aktif olarak çalışıyordu bi sıkıntı yaşamadık, konum ve manzara olarakta gayet yeterli bi otel. Havuz 2 farklıydı. Aktivite kısmını kullanmadık daha genç işiydi. Biz aile ve çocuklu olduğumuz için relax havuzdaydık, güzel ve temizdi, hemen çevresinde pastane ve yemek yeri vardı. Bar yanındaydı. Soğuk su her daim kahve makineleri her köşede soğuk içecek sürekli var. Alkol kısmına gelince en yetersiz durumlardan beri. Ever belki Dişarıda ki içkilerle kıyaslanamaz ama 10 bira içipte gram bişi olmuyorsa o alkol değil gaz deposudur.. alkol konusunda hiç tatmin olmadım. Snack bar marine bar da ki hamburger pizza tüm ürünler gerçek lezetti. Öğle yemeğinde bile orayı tercih ettim.. Bence bi otel de bakılacak en önemli hususlardan birisi de denizidir. Plajı mavi bayraklıydı. Dalgasız tertemiz mis gibi her yaşın uyum sağlayacağı bi denizdi. Yemekler genel olarak tekrar aynı şeyler dönüyor ama çoğunluğu lezzetliydi..
Herşeyden önce tüm çalışanlara kocaman teşekkürler. Hepsi birbirinden güler yüzlü, sevimli hizmette sınır tanımayan insanlardı. Bi dediğinizi iki etmiyorlar. Kids club varmış evet güzeldi ama çeşitlendirebilir. Daha fazla birşeyler eklenebilir. Dümdüz bi oda. Genel olarak güzel fiyat performans bi oteldi. Alkol düzenlenebilir. Akşama kırmızı et konulabilir.",Google üzerinde bir ay önce,,,,,,,,,,https://www.google.com/travel/hotels/entity/ChkI_76qtKi0wuyrARoML2cvMTJtOTFzNDl6EAE,
367,BOD066,Royal Asarlik Beach Hotel & Spa,Gümbet,google_travel,5.0,5.0,5.0,,"Öncelikle, otelin birçok kötü yorumu olmasına şaşırdım, 3 gecedir burada kalıyorum oda ile alakalı klima problemi yaşadım ve hemen 5 dakika içinde odamı değiştirdiler, odada giderde su birikmesi sorunu vardı çok çok hızlı çözdüler. Otelin yemeklerinin az ve hep aynı olduğundan bahsedilmiş ama ben her gün farklı yemek yedim, menüler sürekli değişti ve yemekler gayette lezzetliydi. Bu fiyata bu performans çok iyi.Çalışanlar çok ilgiliydi. Özellikle restorant kısmındaki Mehmet bey’e teşekkür ederim. İki havuz olmasına rağmen boyutları küçük, bazı bölümlerde garip bir şekilde turist erkek yoğunluğu var, hoşuma gitmedi bu görüntü. Genel olarak ailecek kalınabilecek bir otel, gayet memnun kaldım. Sadece odaların bazıları bir tık eski, otelin yapımı çok eskiye dayandığı için normal buldum.Fish balıkta A’ la carte denedik. Yusuf bey ve Baran bey’e teşekkürlerimizi sunarım,çok ilgililerdi. Umarım otel yetkilileri hak ettikleri şekilde davranıyorlardır böyle mükemmel personeller için:)! Otele girişte ilk 20 dakika su sporlarından kano ücretsiz, bence bu da çok iyi bir avantaj. Animasyon ekibi her gece bir show yapıyor, ama çok yetersiz sadece brezilya showuna bayıldık.Üstelik animasyon ekibi tarafından sürekli GÜMBETİN EN İYİ GECE CLUBINA GÖTÜRME şeklinde resmen baskıcı bir tutumu var, hayır teşekkürler desekte başka biri gelip soruyor. Çok darlayıcı! Her neyse genel olarak her şey güzeldi teşekkürler.",Google üzerinde 2 ay önce,,,,,,,,,,https://www.google.com/travel/hotels/entity/ChkI_76qtKi0wuyrARoML2cvMTJtOTFzNDl6EAE,
368,BOD066,Royal Asarlik Beach Hotel & Spa,Gümbet,google_travel,5.0,5.0,5.0,,Nerden başlasam bilemedim. İlk önce teşekkürlerimi edeyim. YUFUS BEYE özellikle teşekkür ederiz bu kadar herşeyle ilgilenen sahip çıkan bir başka müdür görmedik. Geçen sene de başka bir otelde kendisine denk geldik gittiği yeri güzelleştiriyor resmen. Her konuda küçük büyük bize yardımcı oldu. Kendisi ve ekibi sayesin de otel daha kaliteli. Havuz barda güney şahane kokteyleri ve samimiyetiyle bizi mest etti. İlayda hanıma da selamlar çok memnun kaldık. Kısaca da özetlersek yemeğinden denizine odasından havuzuna herşey 10 numara . Resepsiyonda duran Ali beyi de unutmamak gerekir :)) sırf bu şahane ekip için bile gidilir çünkü sizi asla zor durum da bırakmıyorlar her konuda tam destekler.,Google üzerinde bir ay önce,,,,,,,,,,https://www.google.com/travel/hotels/entity/ChkI_76qtKi0wuyrARoML2cvMTJtOTFzNDl6EAE,
369,BOD066,Royal Asarlik Beach Hotel & Spa,Gümbet,google_travel,5.0,5.0,5.0,,"1 Hafta konaklama yaptım. Tesis imkânları geniş ve gayet yeterli. Yorumlarda ki memnuniyetsizliği asla anlamış değilim. Yorumlar Tatile ön yargı ile gitmeme neden oldu ancak insanların abarttığını düşünüyorum. Burası her şey dahil otel ve sunduğu imkânları karsilastirirsaniz diğer otellere oranla daha uygun. Günün her saati neredeyse yiyecek var. Yemeklerde çeşit çoktu. Eti, balığı,tavuğu her gün çıktı. Kahvaltısı çok zengindi. envai çeşit mezeleri var. Onun dışında otelde zaman geçirdiğiniz her yerde bar var ve hizmeti gayet yeterli idi. Oda temizliği noktasında da sıkıntı yaşamadık her gün odamız temizlendi. Otelin iki adet plajı ve havuzu var. Tercih ederseniz relax havuz ve yine relax havuz tarafındaki plajini tercih edin. Zemini kum ve daha derin. Bodrum'a gelecek olursam tekrar burayı tercih ederim.",Google üzerinde bir ay önce,,,,,,,,,,https://www.google.com/travel/hotels/entity/ChkI_76qtKi0wuyrARoML2cvMTJtOTFzNDl6EAE,
370,BOD066,Royal Asarlik Beach Hotel & Spa,Gümbet,google_travel,1.0,5.0,1.0,,"5 gece 6 gün konakladığımız bu otel, maalesef beklentilerimizin oldukça altında kaldı. 5 yıldızlı bir otelden beklenen hizmet ve kaliteyi kesinlikle sunmuyor.
Rezervasyonumu TatilBudur üzerinden kısmi deniz manzaralı oda olarak yaptırmama rağmen, tarafımıza verilen odanın manzarası tamamen karşı binaya bakıyordu. Bu durumu resepsiyona ilettiğimizde tatmin edici bir çözüm sunulmadı ve oldukça ilgisiz bir yaklaşımla karşılaştık. Sonuç olarak, daha iyi bir odaya geçebilmek için ek ücret ödemek zorunda kaldık. Özellikle resepsiyonda görev yapan beyefendinin misafir memnuniyetine karşı ilgisiz ve isteksiz tavrı dikkat çekiciydi.
Otelde yabancı turist sayısı oldukça fazlaydı. Elbette tüm misafirlere eşit hizmet verilmesi gerekirken, yabancı misafirlere öncelik tanındığı izlenimine kapıldık. Personel sayısının yetersiz olması nedeniyle hizmet aksıyor ve diğer misafirler ikinci planda kalıyordu.
Animasyon ve eğlence programları oldukça yetersizdi. Yemek çeşitliliği sınırlıydı ve sunulan yemeklerin büyük kısmı lezzet açısından beklentileri karşılamıyordu.
Genel olarak bu konaklamadan memnun ayrılmadık ve tekrar tercih etmeyi düşünmüyoruz. Son olarak otel yönetimine, özellikle personel eğitimi, misafir memnuniyeti ve hizmet kalitesi konularında gerekli değerlendirmeleri yapmalarını tavsiye ederim. 5 yıldızlı bir otelin, misafirlerine çok daha profesyonel ve kaliteli bir hizmet sunması gerektiğine inanıyorum.",Google üzerinde bir ay önce,,,,,,,,,,https://www.google.com/travel/hotels/entity/ChkI_76qtKi0wuyrARoML2cvMTJtOTFzNDl6EAE,
371,BOD066,Royal Asarlik Beach Hotel & Spa,Gümbet,google_travel,5.0,5.0,5.0,,"We first discovered this hotel 12 years ago, and coming back with our whole family after all this time made this vacation truly special. From our 4 year old to our 54 year old family members, everyone found something to enjoy thanks to the wide variety of activities and excellent services.
A special thank you to Semih and Solmaz from the animation team. Their endless energy, warm smiles, and fun daily activities made every single day even more enjoyable. We also want to thank Hakan from the water sports team for capturing our happiest moments and giving us memories that we will cherish for years to come.
Every member of the hotel staff was friendly, attentive, and always ready to help. They responded to all our requests quickly and with genuine kindness, making us feel truly welcome throughout our stay.
Thank you to everyone who made our holiday so memorable. We can't wait to come back! ☀️
12 yıl önce keşfettiğimiz bu otele, yıllar sonra kalabalık ailemizle yeniden gelmek bizim için çok özel oldu. 4 yaşından 54 yaşına kadar herkesin keyifle vakit geçirebildiği, her yaşa hitap eden aktiviteleri ve hizmetleriyle yine bizi çok mutlu etti.
Animasyon ekibinden Semih Bey ve Solmaz Hanım, bitmeyen enerjileri, samimiyetleri ve her gün düzenledikleri eğlenceli organizasyonlarla tatilimize ayrı bir renk kattılar. Su sporlarında Hakan Bey ise en güzel anlarımızı ölümsüzleştirerek bize yıllarca saklayacağımız harika anılar bıraktı.
Otelde karşılaştığımız tüm personel de güler yüzlü, ilgili ve çözüm odaklıydı. Her isteğimizle hızlıca ilgilenmeleri kendimizi gerçekten değerli hissettirdi.
Bu güzel tatilde emeği geçen herkese gönülden teşekkür ederiz. En kısa zamanda tekrar görüşmek dileğiyle. 🌞",Google üzerinde bir ay önce,,,,,,,,,,https://www.google.com/travel/hotels/entity/ChkI_76qtKi0wuyrARoML2cvMTJtOTFzNDl6EAE,
372,BOD070,The Luvi Hotel,Gümbet,google_travel,4.0,5.0,4.0,,Otel fiyat performans oteli. Biz 2. Defa geldik. Temizlikte Aynur hanım odanın temizliğini her gün düzenli bir şekilde sağladı. Kendisine çok teşekkür ederiz. Bar kısmında Ahmet ve Emre bey çok ilgili ve güleryüzlüydüler. Aynı şekilde Salih bey de işini özveri ile yapan saygılı ve güleryüzlüydü. Yemekler güzeldi bir tık çeşit az fakat yine de lezzetliydi . Mezeleri yapan kişiyi tebrik ediyorum eli çok lezzetliydi. Onun dışında otel bebekli çocuklu ailelere uygun. Animasyon var fakat biraz yetersiz . Bu konuda kendini geliştirmeli . Çocuklar için akşam aktivitelerine daha çok önem verilmeli. Denize sıfır şezlonglar yeterli. Zaten olası durumda herkes çok yardımcı oluyor . Bir sorun yaşamıyorsunuz . Klimalar da güzel çalışıyor . Bir tık daha kendini yenilese daha iyi olabilir . Yataklarda ve odalarda . Onun dışında keyif aldığımız bir yer oldu . Severek gelip tatilimizi yaptık,Google üzerinde bir ay önce,,,,,,,,,,https://www.google.com/travel/hotels/entity/ChgI0OmIl_qunPTFARoLL2cvMXRzeXh2eWMQAQ,
373,BOD070,The Luvi Hotel,Gümbet,google_travel,5.0,5.0,5.0,,"Haziran sonu temmuz başı ailecek konakladık.Otopark kapasitesi otel önünde yaklaşık 10-15 araçlik.Ancak otelin yaklaşık 50-60 mt yukarısında park edilebilecek yol kenarı yerler var.odalar genel olarak temizdi.Bir iki kez klima arıza sorunu yaşadık,gelip çözdüler.Yemek çeşitliliği ve kalitesi biraz daha iyi olabilirdi ama aç kalmadık tabi ki her öğün yemeğimizi yedik.Otel denize sıfır konumuyla çok kullanışlı.Odalar,restorant,havuz,havuz bar ve deniz birbirine çok yakın konumda. Personel çok ilgiliydi. Özellikle restorant da bizimle çok ilgilenen bir dediğimizi iki etmeyen Salih Coşkun beye Ailecek teşekkür ediyoruz.Diger yandan Emre bey,Ahmet bey, Erhan bey ve Gürkan beye de güler yüzlü hizmetleri,ilgi ve alakaları için teşekkür ederiz. Otel, deniz,güneş ve Bodrum beklentinizi karşılıyor,ancak animasyon,mini club,akşam eglenceleri,spor aktiviteleri ,yarışmalar da olsun derseniz 5 yıldızlı başka otele bakın derim. Otel kendi klasmanında beklentileri karşılıyor. Fiyat performans Oteli diyebilirim.Yeniden görüşmek dileğiyle.",Google üzerinde bir ay önce,,,,,,,,,,https://www.google.com/travel/hotels/entity/ChgI0OmIl_qunPTFARoLL2cvMXRzeXh2eWMQAQ,
374,BOD070,The Luvi Hotel,Gümbet,google_travel,3.0,5.0,3.0,,"Odaların konumu balkonlu olması çok keyifli yataklar rahat deniz tertemiz yeşil şezlong alanı çok keyifli şezlonglar kaliteli ve rahat ancak ana yemek tam olarak 4 çeşit içinde bazen tavuk var bazen o da yok. Yan ürün gibi. Vee restoranda klima çalışmıyor bozuk. Terler içinde yemek yiyorsunuz Evet ekonomik bir otel ancak temizlik, yemek ve eleman konusunda gelişmesi gerekiyor. Çeşit artmak zorunda değil ama doyurucu ve hijyen olmalı,klima çalışsa yemekler de rahat edecek.. Tek pozitif yani suyu kapalı şişede veriyor.",Google üzerinde bir ay önce,,,,,,,,,,https://www.google.com/travel/hotels/entity/ChgI0OmIl_qunPTFARoLL2cvMXRzeXh2eWMQAQ,
375,BOD070,The Luvi Hotel,Gümbet,google_travel,4.0,5.0,4.0,,"Ulaşım 9/10 : Toplu taşımayla ulaşım gerçekten kolay biz uçakla gittik ilk kez olmasına rağmen kolayca gidip gelebildik.
Hizmet 8.5/10 : Odaya ilk girişte temizlik iyiydi.
her gün temizlik var ve iyi durumda.
Garson arkadaşlar genel olarak çok ilgililer.
İnternet 5/10 : bizim kaldığımız odada sadece balkonda çekiyordu bence büyük eksik. Ama şans işi biraz da.
Sahilde veya restoran kısmında çekimle veya hızla alakalı bir sorun yok.
SAHİL KISMI 7.5/10 : Duşlardan su az akıyor ve duş başlıkları biraz alçak boyu 180 üzeri olanlar kafasını yıkaması için baya eğilmesi gerekiyor.Ayrıca müzikler gerçekten iyi değil. Çimendeki şemsiyeler büyük ve gölge olarak yeterliler.Şezlong kapmak için sabah ekren havlu koymak gerekiyor.
YEMEKLER 7/10: Çok büyük beklentiyle gelmezseniz memnun kalırsınız , doymadığım 1 gün oldu , Ogün ızgara balık vardı ama çok kılçıklıydı ailecek yiyemedik maalesef .
Ayrıca restoran kısmı çok sıcak sabah öglen akşam fark etmiyor.
Denizin %40 kısmı kum , %30 kaya, %30 yosun.
Biz tarihten dolayı fiyat olarak iyi fiyata geldik ben 4/5 veririm geneline. Otelin yorumlardaki 3.7 puanı fiyat / performans olarak doğru diyebilirim .",Google üzerinde bir ay önce,,,,,,,,,,https://www.google.com/travel/hotels/entity/ChgI0OmIl_qunPTFARoLL2cvMXRzeXh2eWMQAQ,
376,BOD070,The Luvi Hotel,Gümbet,google_travel,5.0,5.0,5.0,,"Oteldeki konaklamamız boyunca kat görevlisinin güler yüzü, ilgisi ve titiz çalışması sayesinde kendimizi çok rahat hissettik. Odamız her gün özenle temizlendi ve her konuda yardımcı olmaya çalıştı. Emekleri için çok teşekkür ederiz.Nazan hanım",Tripadvisor üzerinde 3 hafta önce,,,,,,,,,,https://www.google.com/travel/hotels/entity/ChgI0OmIl_qunPTFARoLL2cvMXRzeXh2eWMQAQ,
377,BOD070,The Luvi Hotel,Gümbet,google_travel,5.0,5.0,5.0,,"Gerçekten çok güzel bir konaklama deneyimi yaşıyoruz. Otelin her yeri tertemiz ve çalışanların güler yüzü bizi ilk andan itibaren çok mutlu etti. Denize sıfır, plajı çok temiz yemekleri ise birbirinden lezzetli ve oldukça çeşitliydi. Konumu da harika; her yere rahatlıkla yürüyerek ulaşabilirsiniz. Üstelik sunduğu hizmete göre fiyatı da oldukça uygun, kesinlikle fiyat–performans açısından beklentimizin üzerinde. Her şey için tüm ekibe çok teşekkür ederiz. Tekrar geldiğimizde hiç düşünmeden yine burayı tercih edeceğiz. Gönül rahatlığıyla tavsiye ederiz. 😊",Google üzerinde bir ay önce,,,,,,,,,,https://www.google.com/travel/hotels/entity/ChgI0OmIl_qunPTFARoLL2cvMXRzeXh2eWMQAQ,
378,BOD070,The Luvi Hotel,Gümbet,google_travel,5.0,5.0,5.0,,"Öncelikle tüm çalışanları güleryüzlü olmasından dolayı ve ilgilerinden dolayı teşekkür ederim. Konum, temizlik, misafir kalitesi son derece düzgün. Bu fiyatlarda gelinebilecek en iyi tesis diyebilirim. Hiçbir eksiği yok. Deniz ve havuz manzaralı odamız muhteşemdi. Tekrar tercih edeceğim ve çevreme memnuniyetle önereceğim.
Ozan Ürer",Google üzerinde bir ay önce,,,,,,,,,,https://www.google.com/travel/hotels/entity/ChgI0OmIl_qunPTFARoLL2cvMXRzeXh2eWMQAQ,
379,BOD070,The Luvi Hotel,Gümbet,google_travel,3.0,5.0,3.0,,"Eşim ve kızım ile geçtiğimiz yıl konakladık. Bodrum otel rezervasyonu yaparken karşıma çıkınca yazmadan geçemedim. Konumu ve sahili olması güzel yanları. Odaların bakıma ihtiyacı var ama büyük sayılabilir alana sahip. Yemekler anlatılmaz yaşanır. Bazen yiyecek bir şey bulmak zor. Lezzetsiz, donuk ürünler servis ediliyor. Personel olarak karşılama iyi ancak yemek alanındaki çalışanların iletişimi daha iyi olmalı. Tekrar tercih etmeyeceğimiz bir deneyim oldu.",Google üzerinde bir ay önce,,,,,,,,,,https://www.google.com/travel/hotels/entity/ChgI0OmIl_qunPTFARoLL2cvMXRzeXh2eWMQAQ,
380,BOD070,The Luvi Hotel,Gümbet,google_travel,1.0,5.0,1.0,,"Bayram tatilim için Costa Luvi Otel’de rezervasyon yapmıştım ancak yaşadığım sorunları, benim gibi başka insanların da yaşamaması adına paylaşmak istiyorum.
Öncelikle duş başlığı kırıktı. Üç kez teknik ekip gelmesine rağmen sorun çözülmedi. Ayrıca sifon çalışmıyordu ve tuvalet kağıdı aparatı da kırıktı. Bunun dışında odada sıcak su yoktu. Tek kişi konaklayacağımı özellikle belirtmeme rağmen odaya tek kişilik bir yatak konulmuştu ve yatak adeta çocuk yatağı kadar küçüktü. Odamın değiştirilmesini defalarca rica etmeme rağmen yardımcı olunmadı. Açıkçası diğer odalarda da benzer ya da daha büyük problemler olduğunu düşündürdü.
Umarım bu sorunlar kısa sürede çözülür ve başka insanlar bayram tatillerini benim yaşadığım şekilde geçirmek zorunda kalmaz.",Google üzerinde 2 ay önce,,,,,,,,,,https://www.google.com/travel/hotels/entity/ChgI0OmIl_qunPTFARoLL2cvMXRzeXh2eWMQAQ,
